epoch,accuracy,loss
154,0.8430966138839722,0.0025609463918954134
155,0.8431189060211182,0.0025545728858560324
156,0.8435845971107483,0.002545255236327648
157,0.8436822295188904,0.002541413763538003
158,0.8439779281616211,0.002533259801566601
159,0.8438507318496704,0.0025324299931526184
160,0.8440470099449158,0.002530194353312254
161,0.8439720273017883,0.00252344598993659
162,0.8442943692207336,0.002519875066354871
163,0.8441464900970459,0.0025182112585753202
164,0.8446841835975647,0.002512548817321658
165,0.8442422151565552,0.0025150200817734003
166,0.844865083694458,0.002504322212189436
167,0.8448135256767273,0.0024973847903311253
168,0.8449621200561523,0.0024943219032138586
169,0.8452702164649963,0.002490642946213484
170,0.8450253009796143,0.0024935565888881683
171,0.8453872203826904,0.002482255222275853
172,0.8455045223236084,0.002480514580383897
173,0.8454341888427734,0.0024804016575217247
174,0.8457622528076172,0.0024678735062479973
175,0.8456643223762512,0.002474777400493622
176,0.8458853363990784,0.002465666038915515
177,0.8463639616966248,0.0024542883038520813
178,0.8461953401565552,0.0024570301175117493
179,0.8465134501457214,0.00244895089417696
180,0.8461621403694153,0.0024538508150726557
181,0.8466889262199402,0.002444487065076828
182,0.8467954993247986,0.002437545685097575
183,0.8466924428939819,0.002437323099002242
184,0.8469481468200684,0.002438915893435478
185,0.8466691970825195,0.0024376397486776114
186,0.8469070196151733,0.0024292548187077045
187,0.8468844890594482,0.002427884843200445
188,0.8473472595214844,0.0024174328427761793
189,0.8475244641304016,0.002416705247014761
190,0.8474095463752747,0.0024167264346033335
191,0.8475645780563354,0.0024114977568387985
192,0.8478462100028992,0.002408270724117756
193,0.8476917147636414,0.0024064285680651665
194,0.8477725982666016,0.002403935417532921
195,0.8476406335830688,0.002402090933173895
196,0.8481120467185974,0.002397028496488929
197,0.8482372164726257,0.002388991881161928
198,0.8481888771057129,0.0023898666258901358
199,0.8484019637107849,0.0023863851092755795
200,0.8482370376586914,0.002389167435467243
201,0.8483320474624634,0.0023839378263801336
202,0.8486670851707458,0.0023781636264175177
203,0.8489097952842712,0.0023743717465549707
204,0.848755419254303,0.0023724616039544344
205,0.8487460017204285,0.0023679272271692753
206,0.8490349054336548,0.002363362815231085
207,0.8489285707473755,0.002365570981055498
208,0.8492130041122437,0.002360818674787879
209,0.849120557308197,0.00236307829618454
210,0.8493814468383789,0.00235387054271996
211,0.8494101166725159,0.0023545962758362293
212,0.8494452834129333,0.0023476541973650455
213,0.8497059345245361,0.0023424469400197268
214,0.8495995402336121,0.002342487219721079
215,0.8497406244277954,0.0023451917804777622
216,0.8496227860450745,0.002340947277843952
217,0.849753737449646,0.002338506281375885
218,0.8498141169548035,0.0023377982433885336
219,0.850062370300293,0.0023289532400667667
220,0.8501667976379395,0.0023246188648045063
221,0.8501120805740356,0.0023281509056687355
222,0.8502147197723389,0.002327217487618327
223,0.8504884839057922,0.0023162912111729383
224,0.8505165576934814,0.0023161761928349733
225,0.8504787087440491,0.0023194048553705215
226,0.8505558967590332,0.0023138700053095818
227,0.8507784605026245,0.002310444600880146
228,0.8507084846496582,0.0023067921865731478
229,0.8510230183601379,0.0023064096458256245
230,0.8506596088409424,0.00231047417037189
231,0.8511165380477905,0.0022990810684859753
232,0.8508334755897522,0.0023005721159279346
233,0.8509336113929749,0.002300071995705366
234,0.8508605360984802,0.002296474762260914
235,0.8512558937072754,0.00229068985208869
236,0.8511286973953247,0.0022944218944758177
237,0.8515667915344238,0.0022862881887704134
238,0.8517484068870544,0.0022791018709540367
239,0.8516556024551392,0.002284394344314933
240,0.851718008518219,0.0022811891976743937
241,0.851588249206543,0.0022796024568378925
242,0.8515512943267822,0.002279384294524789
243,0.8516628742218018,0.002276219427585602
245,0.8520815372467041,0.002266922499984503
246,0.8519478440284729,0.002270929515361786
247,0.8520200848579407,0.0022655995562672615
248,0.8522497415542603,0.0022616195492446423
249,0.8521866798400879,0.002262030029669404
